,LICENSENO,LICENSEDTTM,ISSDTTM,EXPDTTM,LICSTATUS,LICCATDESC,PRIMAPPLICANT,CONTACT,DBANAME,BUSINESSNAME,Manager,TOTALCAPACITY,FEEAMOUNT,CAPACITY,ENDTIME,NUMBEROFUNITS,Neighborhood,CAL_POLICEDISTRICTCODE,CAL_UNITTYPECODE,UnitTypeDescript,TotalEntCapacity,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
3576,CAL-133210,3/6/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,DAVID GREANEY,,The Junction,"Junction Tavern, Inc.",DAVID GREANEY,140,0.0,0,1:00 AM,1,South Boston,C-6,Jukebox,Jukebox,140,110,,  Dorchester ST,South Boston,MA,2127,"['42.335139000', '-71.045950000']",42.335139000,-71.045950000
3577,CAL-133210,3/6/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,DAVID GREANEY,,The Junction,"Junction Tavern, Inc.",DAVID GREANEY,140,0.0,0,1:00 AM,1,South Boston,C-6,Radio,Radio,140,110,,  Dorchester ST,South Boston,MA,2127,"['42.335139000', '-71.045950000']",42.335139000,-71.045950000
3578,CAL-133210,3/6/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,DAVID GREANEY,,The Junction,"Junction Tavern, Inc.",DAVID GREANEY,140,0.0,0,1:00 AM,3,South Boston,C-6,TV,"Television (under 27"")",140,110,,  Dorchester ST,South Boston,MA,2127,"['42.335139000', '-71.045950000']",42.335139000,-71.045950000
3579,CAL-133210,3/6/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,DAVID GREANEY,,The Junction,"Junction Tavern, Inc.",DAVID GREANEY,140,900.0,0,1:00 AM,5,South Boston,C-6,WidescrnTV,Widescreen Television,140,110,,  Dorchester ST,South Boston,MA,2127,"['42.335139000', '-71.045950000']",42.335139000,-71.045950000
3580,CAL-133210,3/6/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,DAVID GREANEY,,The Junction,"Junction Tavern, Inc.",DAVID GREANEY,140,0.0,0,1:00 AM,1,South Boston,C-6,InstVocal,Instrumental/Vocal,140,110,,  Dorchester ST,South Boston,MA,2127,"['42.335139000', '-71.045950000']",42.335139000,-71.045950000
3581,CAL-133210,3/6/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,DAVID GREANEY,,The Junction,"Junction Tavern, Inc.",DAVID GREANEY,140,540.0,140,1:00 AM,1,South Boston,C-6,AutoAmuse,Auto Amusement Device/Game,140,110,,  Dorchester ST,South Boston,MA,2127,"['42.335139000', '-71.045950000']",42.335139000,-71.045950000
3582,CAL-133211,3/17/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CHRISTOPHER BARROWS,,Kings Lanes / Summer Shack,Unique Design Concepts LLC,CHRISTOPHER BARROWS,722,1200.0,722,2:00 AM,0,Back Bay/South End,D-4,InstVocal,Instrumental/Vocal,722,50,,  Dalton ST,Boston,MA,2115,"['42.347065000', '-71.085643000']",42.347065000,-71.085643000
3583,CAL-133211,3/17/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CHRISTOPHER BARROWS,,Kings Lanes / Summer Shack,Unique Design Concepts LLC,CHRISTOPHER BARROWS,722,0.0,0,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,722,50,,  Dalton ST,Boston,MA,2115,"['42.347065000', '-71.085643000']",42.347065000,-71.085643000
3584,CAL-133211,3/17/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CHRISTOPHER BARROWS,,Kings Lanes / Summer Shack,Unique Design Concepts LLC,CHRISTOPHER BARROWS,722,0.0,0,2:00 AM,1,Back Bay/South End,D-4,Jukebox,Jukebox,722,50,,  Dalton ST,Boston,MA,2115,"['42.347065000', '-71.085643000']",42.347065000,-71.085643000
3585,CAL-133211,3/17/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CHRISTOPHER BARROWS,,Kings Lanes / Summer Shack,Unique Design Concepts LLC,CHRISTOPHER BARROWS,722,180.0,0,2:00 AM,1,Back Bay/South End,D-4,DVDVCR,DVD/VCR,722,50,,  Dalton ST,Boston,MA,2115,"['42.347065000', '-71.085643000']",42.347065000,-71.085643000
3586,CAL-133211,3/17/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CHRISTOPHER BARROWS,,Kings Lanes / Summer Shack,Unique Design Concepts LLC,CHRISTOPHER BARROWS,722,0.0,0,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,722,50,,  Dalton ST,Boston,MA,2115,"['42.347065000', '-71.085643000']",42.347065000,-71.085643000
3587,CAL-133211,3/17/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CHRISTOPHER BARROWS,,Kings Lanes / Summer Shack,Unique Design Concepts LLC,CHRISTOPHER BARROWS,722,4680.0,0,2:00 AM,26,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,722,50,,  Dalton ST,Boston,MA,2115,"['42.347065000', '-71.085643000']",42.347065000,-71.085643000
3588,CAL-133211,3/17/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CHRISTOPHER BARROWS,,Kings Lanes / Summer Shack,Unique Design Concepts LLC,CHRISTOPHER BARROWS,722,1820.0,0,2:00 AM,13,Back Bay/South End,D-4,AutoAmuse,Auto Amusement Device/Game,722,50,,  Dalton ST,Boston,MA,2115,"['42.347065000', '-71.085643000']",42.347065000,-71.085643000
3589,CAL-133211,3/17/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,CHRISTOPHER BARROWS,,Kings Lanes / Summer Shack,Unique Design Concepts LLC,CHRISTOPHER BARROWS,722,0.0,0,2:00 AM,1,Back Bay/South End,D-4,DJ,Disc Jockey,722,50,,  Dalton ST,Boston,MA,2115,"['42.347065000', '-71.085643000']",42.347065000,-71.085643000
3590,CAL-133212,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Barbara Lynch,Barbara Lynch Group,Sportello,348 Congress LLC,Barbara Lynch,49,0.0,49,2:00 AM,1,South Boston,C-6,CassetteCD,Cassette/CD Player,49,348,352,  Congress ST,Boston,MA,2210,"['42.350710000', '-71.048540000']",42.350710000,-71.048540000
3591,CAL-133212,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Barbara Lynch,Barbara Lynch Group,Sportello,348 Congress LLC,Barbara Lynch,49,0.0,0,2:00 AM,1,South Boston,C-6,Radio,Radio,49,348,352,  Congress ST,Boston,MA,2210,"['42.350710000', '-71.048540000']",42.350710000,-71.048540000
3592,CAL-133213,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Maria Evelyn Ossa Vasco,,Taco Mex,"Taco Mex, Inc.",Maria Evelyn Ossa Vasco,60,360.0,0,11:00 PM,2,East Boston,A-7,WidescrnTV,Widescreen Television,60,65,67,  Maverick SQ,East Boston,MA,2128,"['42.369680000', '-71.038660000']",42.369680000,-71.038660000
3593,CAL-133213,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Maria Evelyn Ossa Vasco,,Taco Mex,"Taco Mex, Inc.",Maria Evelyn Ossa Vasco,60,400.0,30,11:00 PM,1,East Boston,A-7,Jukebox,Jukebox,60,65,67,  Maverick SQ,East Boston,MA,2128,"['42.369680000', '-71.038660000']",42.369680000,-71.038660000
3594,CAL-133213,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Maria Evelyn Ossa Vasco,,Taco Mex,"Taco Mex, Inc.",Maria Evelyn Ossa Vasco,60,0.0,30,11:00 PM,1,East Boston,A-7,InstVocal,Instrumental/Vocal,60,65,67,  Maverick SQ,East Boston,MA,2128,"['42.369680000', '-71.038660000']",42.369680000,-71.038660000
3595,CAL-133215,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Alexander Prizand,,Thornton's Restaurant,ADMM Corporation,Alexander Prizand,92,0.0,92,11:00 PM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,92,150,,  Huntington AV,Boston,MA,2115,"['42.344906000', '-71.081791000']",42.344906000,-71.081791000
3596,CAL-133215,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Alexander Prizand,,Thornton's Restaurant,ADMM Corporation,Alexander Prizand,92,0.0,0,11:00 PM,1,Allston/Brighton,D-14,Radio,Radio,92,150,,  Huntington AV,Boston,MA,2115,"['42.344906000', '-71.081791000']",42.344906000,-71.081791000
3597,CAL-133216,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Maged Amin,,Pizzeria 260,"EHO Trella, Inc.",Maged Amin,16,0.0,16,10:00pm,1,South Boston,C-6,CassetteCD,Cassette/CD Player,16,258,260A,W Broadway ,South Boston,MA,2127,"['42.339420000', '-71.051410000']",42.339420000,-71.051410000
3598,CAL-133216,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Maged Amin,,Pizzeria 260,"EHO Trella, Inc.",Maged Amin,16,0.0,0,10:00pm,1,South Boston,C-6,WidescrnTV,Widescreen Television,16,258,260A,W Broadway ,South Boston,MA,2127,"['42.339420000', '-71.051410000']",42.339420000,-71.051410000
3599,CAL-133217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Anthony Edward Montanaro,,Potbelly Sandwich Shop,"Potbelly Sandwich Works, LLC",Anthony Edward Montanaro,42,0.0,42,7:00pm*,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,42,1,,  Federal ST,Boston,MA,2110,"['42.356100000', '-71.056950000']",42.356100000,-71.056950000
3600,CAL-133217,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Anthony Edward Montanaro,,Potbelly Sandwich Shop,"Potbelly Sandwich Works, LLC",Anthony Edward Montanaro,42,0.0,0,7:00pm*,1,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,42,1,,  Federal ST,Boston,MA,2110,"['42.356100000', '-71.056950000']",42.356100000,-71.056950000
3601,CAL-133218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Montgomery,,Rumor,Paga Inc.,Montgomery,498,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,498,100,,  Warrenton ST,Boston,MA,2116,"['42.350776000', '-71.066229000']",42.350776000,-71.066229000
3602,CAL-133218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Montgomery,,Rumor,Paga Inc.,Montgomery,498,0.0,0,2:00 AM,4,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",498,100,,  Warrenton ST,Boston,MA,2116,"['42.350776000', '-71.066229000']",42.350776000,-71.066229000
3603,CAL-133218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Montgomery,,Rumor,Paga Inc.,Montgomery,498,0.0,0,2:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,498,100,,  Warrenton ST,Boston,MA,2116,"['42.350776000', '-71.066229000']",42.350776000,-71.066229000
3604,CAL-133218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Montgomery,,Rumor,Paga Inc.,Montgomery,498,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,498,100,,  Warrenton ST,Boston,MA,2116,"['42.350776000', '-71.066229000']",42.350776000,-71.066229000
3605,CAL-133218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Montgomery,,Rumor,Paga Inc.,Montgomery,498,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DancingPat,Dancing by Patrons,498,100,,  Warrenton ST,Boston,MA,2116,"['42.350776000', '-71.066229000']",42.350776000,-71.066229000
3606,CAL-133218,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Montgomery,,Rumor,Paga Inc.,Montgomery,498,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,498,100,,  Warrenton ST,Boston,MA,2116,"['42.350776000', '-71.066229000']",42.350776000,-71.066229000
3607,CAL-133219,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,EDWARD LEMANSKI,,Hampton Inn & Suites,Crosstown Center Hotel LLC,EDWARD LEMANSKI,80,180.0,80,02:00am,1,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,80,811,, Massachusetts Av,Roxbury,MA,2119,"['42.332270000', '-71.074000000']",42.332270000,-71.074000000
3608,CAL-133222,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Marcia Simmons,,Cosi,Hearthstone Partners LLC,Marcia Simmons,91,0.0,91,4:00 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,91,14,,  Milk ST,Boston,MA,2110,"['42.356863000', '-71.057859000']",42.356863000,-71.057859000
3609,CAL-133223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,DAMIEN TUBBRITT,,The Alley,Rytubb Inc.,DAMIEN TUBBRITT,180,800.0,180,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,180,275,,  Washington ST,Boston,MA,2108,"['42.357825000', '-71.058248000']",42.357825000,-71.058248000
3610,CAL-133223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,DAMIEN TUBBRITT,,The Alley,Rytubb Inc.,DAMIEN TUBBRITT,180,840.0,0,2:00 AM,6,Downtown/Charlestown/North End,A-1,AutoAmuse,Auto Amusement Device/Game,180,275,,  Washington ST,Boston,MA,2108,"['42.357825000', '-71.058248000']",42.357825000,-71.058248000
3611,CAL-133223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,DAMIEN TUBBRITT,,The Alley,Rytubb Inc.,DAMIEN TUBBRITT,180,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,180,275,,  Washington ST,Boston,MA,2108,"['42.357825000', '-71.058248000']",42.357825000,-71.058248000
3612,CAL-133223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,DAMIEN TUBBRITT,,The Alley,Rytubb Inc.,DAMIEN TUBBRITT,180,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,180,275,,  Washington ST,Boston,MA,2108,"['42.357825000', '-71.058248000']",42.357825000,-71.058248000
3613,CAL-133223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,DAMIEN TUBBRITT,,The Alley,Rytubb Inc.,DAMIEN TUBBRITT,180,0.0,0,2:00 AM,6,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,180,275,,  Washington ST,Boston,MA,2108,"['42.357825000', '-71.058248000']",42.357825000,-71.058248000
3614,CAL-133223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,DAMIEN TUBBRITT,,The Alley,Rytubb Inc.,DAMIEN TUBBRITT,180,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DancingPat,Dancing by Patrons,180,275,,  Washington ST,Boston,MA,2108,"['42.357825000', '-71.058248000']",42.357825000,-71.058248000
3615,CAL-133223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,DAMIEN TUBBRITT,,The Alley,Rytubb Inc.,DAMIEN TUBBRITT,180,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,180,275,,  Washington ST,Boston,MA,2108,"['42.357825000', '-71.058248000']",42.357825000,-71.058248000
3616,CAL-133223,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,DAMIEN TUBBRITT,,The Alley,Rytubb Inc.,DAMIEN TUBBRITT,180,0.0,0,2:00 AM,3,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,180,275,,  Washington ST,Boston,MA,2108,"['42.357825000', '-71.058248000']",42.357825000,-71.058248000
3617,CAL-133224,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Robert Doss Posey,,Bistro du Midi,"HM Boston, LLC",Robert Doss Posey,208,800.0,208,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,208,272,,  Boylston ST,Boston,MA,2116,"['42.351859000', '-71.069669000']",42.351859000,-71.069669000
3618,CAL-133224,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Robert Doss Posey,,Bistro du Midi,"HM Boston, LLC",Robert Doss Posey,208,360.0,0,2:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,208,272,,  Boylston ST,Boston,MA,2116,"['42.351859000', '-71.069669000']",42.351859000,-71.069669000
3619,CAL-133224,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Robert Doss Posey,,Bistro du Midi,"HM Boston, LLC",Robert Doss Posey,208,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,208,272,,  Boylston ST,Boston,MA,2116,"['42.351859000', '-71.069669000']",42.351859000,-71.069669000
3620,CAL-133225,3/19/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Vincent Polcari,,Sterling's,"FOHENAGH, LLC",Vincent Polcari,263,0.0,0,2:00am,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,263,60,,  State ST,Boston,MA,2109,"['42.359270000', '-71.056430000']",42.359270000,-71.056430000
3621,CAL-133225,3/19/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Vincent Polcari,,Sterling's,"FOHENAGH, LLC",Vincent Polcari,263,180.0,0,2:00am,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,263,60,,  State ST,Boston,MA,2109,"['42.359270000', '-71.056430000']",42.359270000,-71.056430000
3622,CAL-133225,3/19/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Vincent Polcari,,Sterling's,"FOHENAGH, LLC",Vincent Polcari,263,540.0,0,2:00am,3,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,263,60,,  State ST,Boston,MA,2109,"['42.359270000', '-71.056430000']",42.359270000,-71.056430000
3623,CAL-133225,3/19/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Vincent Polcari,,Sterling's,"FOHENAGH, LLC",Vincent Polcari,263,0.0,0,2:00am,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,263,60,,  State ST,Boston,MA,2109,"['42.359270000', '-71.056430000']",42.359270000,-71.056430000
3624,CAL-133225,3/19/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Vincent Polcari,,Sterling's,"FOHENAGH, LLC",Vincent Polcari,263,1000.0,263,2:00am,1,Downtown/Charlestown/North End,A-1,Radio,Radio,263,60,,  State ST,Boston,MA,2109,"['42.359270000', '-71.056430000']",42.359270000,-71.056430000
3625,CAL-133225,3/19/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Vincent Polcari,,Sterling's,"FOHENAGH, LLC",Vincent Polcari,263,0.0,0,2:00am,6,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,263,60,,  State ST,Boston,MA,2109,"['42.359270000', '-71.056430000']",42.359270000,-71.056430000
3626,CAL-133225,3/19/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Vincent Polcari,,Sterling's,"FOHENAGH, LLC",Vincent Polcari,263,0.0,0,2:00am,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,263,60,,  State ST,Boston,MA,2109,"['42.359270000', '-71.056430000']",42.359270000,-71.056430000
3627,CAL-133226,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Javier F Yurrita,,Romano's Pizzeria,"Yurritada, Inc.",Javier F Yurrita,20,0.0,0,11:00 PM,1,West Roxbury/Roslindale,E-5,DVDVCR,DVD/VCR,20,4249,4251,  Washington ST,Roslindale,MA,2132,"['42.285738000', '-71.129275000']",42.285738000,-71.129275000
3628,CAL-133226,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Javier F Yurrita,,Romano's Pizzeria,"Yurritada, Inc.",Javier F Yurrita,20,0.0,20,11:00 PM,2,West Roxbury/Roslindale,E-5,WidescrnTV,Widescreen Television,20,4249,4251,  Washington ST,Roslindale,MA,2132,"['42.285738000', '-71.129275000']",42.285738000,-71.129275000
3629,CAL-133226,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Javier F Yurrita,,Romano's Pizzeria,"Yurritada, Inc.",Javier F Yurrita,20,0.0,0,11:00 PM,1,West Roxbury/Roslindale,E-5,CassetteCD,Cassette/CD Player,20,4249,4251,  Washington ST,Roslindale,MA,2132,"['42.285738000', '-71.129275000']",42.285738000,-71.129275000
3630,CAL-133226,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Javier F Yurrita,,Romano's Pizzeria,"Yurritada, Inc.",Javier F Yurrita,20,0.0,0,11:00 PM,1,West Roxbury/Roslindale,E-5,Radio,Radio,20,4249,4251,  Washington ST,Roslindale,MA,2132,"['42.285738000', '-71.129275000']",42.285738000,-71.129275000
3631,CAL-133227,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,DAVID DOYLE,,Tres Gatos,"Tres Gatos, LLC",DAVID DOYLE,49,0.0,0,12:00 AM,1,Jamaica Plain,E-13,Radio,Radio,49,470,,  Centre ST,Jamaica Plain,MA,2130,"['42.319090000', '-71.111640000']",42.319090000,-71.111640000
3632,CAL-133227,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,DAVID DOYLE,,Tres Gatos,"Tres Gatos, LLC",DAVID DOYLE,49,0.0,49,12:00 AM,1,Jamaica Plain,E-13,CassetteCD,Cassette/CD Player,49,470,,  Centre ST,Jamaica Plain,MA,2130,"['42.319090000', '-71.111640000']",42.319090000,-71.111640000
3633,CAL-133227,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,DAVID DOYLE,,Tres Gatos,"Tres Gatos, LLC",DAVID DOYLE,49,0.0,0,12:00 AM,1,Jamaica Plain,E-13,InstVocal,Instrumental/Vocal,49,470,,  Centre ST,Jamaica Plain,MA,2130,"['42.319090000', '-71.111640000']",42.319090000,-71.111640000
3634,CAL-133228,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Live Entertainment,JOSEPH BAKER,,Sugar Bowl,Sugar Bowl,JOSEPH BAKER,19,0.0,19,11:00 PM,1,Dorchester,C-11,Radio,Radio,19,857,861,  Dorchester AV,Dorchester,MA,2125,"['42.321429000', '-71.056981000']",42.321429000,-71.056981000
3635,CAL-133228,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Live Entertainment,JOSEPH BAKER,,Sugar Bowl,Sugar Bowl,JOSEPH BAKER,19,0.0,0,11:00 PM,1,Dorchester,C-11,TV,"Television (under 27"")",19,857,861,  Dorchester AV,Dorchester,MA,2125,"['42.321429000', '-71.056981000']",42.321429000,-71.056981000
3636,CAL-133228,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Live Entertainment,JOSEPH BAKER,,Sugar Bowl,Sugar Bowl,JOSEPH BAKER,19,0.0,0,11:00 PM,2,Dorchester,C-11,InstVocal,Instrumental/Vocal,19,857,861,  Dorchester AV,Dorchester,MA,2125,"['42.321429000', '-71.056981000']",42.321429000,-71.056981000
3637,CAL-133228,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Live Entertainment,JOSEPH BAKER,,Sugar Bowl,Sugar Bowl,JOSEPH BAKER,19,0.0,0,11:00 PM,1,Dorchester,C-11,DJ,Disc Jockey,19,857,861,  Dorchester AV,Dorchester,MA,2125,"['42.321429000', '-71.056981000']",42.321429000,-71.056981000
3638,CAL-133228,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Live Entertainment,JOSEPH BAKER,,Sugar Bowl,Sugar Bowl,JOSEPH BAKER,19,0.0,0,11:00 PM,1,Dorchester,C-11,FloorShow,Floor Show,19,857,861,  Dorchester AV,Dorchester,MA,2125,"['42.321429000', '-71.056981000']",42.321429000,-71.056981000
3639,CAL-133229,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Richard Roberto,,Fenmore Grill,"BUCKMINSTER RESTAURANT GROUP, LLC",Richard Roberto,90,800.0,90,1:00 AM,1,Back Bay/South End,D-4,DJ,Disc Jockey,90,645,635,  Beacon ST,Boston,MA,2215,"['42.348340000', '-71.097700000']",42.348340000,-71.097700000
3640,CAL-133229,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Richard Roberto,,Fenmore Grill,"BUCKMINSTER RESTAURANT GROUP, LLC",Richard Roberto,90,0.0,0,1:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,90,645,635,  Beacon ST,Boston,MA,2215,"['42.348340000', '-71.097700000']",42.348340000,-71.097700000
3641,CAL-133229,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Richard Roberto,,Fenmore Grill,"BUCKMINSTER RESTAURANT GROUP, LLC",Richard Roberto,90,0.0,0,1:00 AM,1,Back Bay/South End,D-4,Radio,Radio,90,645,635,  Beacon ST,Boston,MA,2215,"['42.348340000', '-71.097700000']",42.348340000,-71.097700000
3642,CAL-133229,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Richard Roberto,,Fenmore Grill,"BUCKMINSTER RESTAURANT GROUP, LLC",Richard Roberto,90,0.0,0,1:00 AM,5,Back Bay/South End,D-4,TV,"Television (under 27"")",90,645,635,  Beacon ST,Boston,MA,2215,"['42.348340000', '-71.097700000']",42.348340000,-71.097700000
3643,CAL-133229,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Richard Roberto,,Fenmore Grill,"BUCKMINSTER RESTAURANT GROUP, LLC",Richard Roberto,90,540.0,0,1:00 AM,3,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,90,645,635,  Beacon ST,Boston,MA,2215,"['42.348340000', '-71.097700000']",42.348340000,-71.097700000
3644,CAL-133231,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Angus Mui,,Great Chef Restaruarnt,Great Chef Restaurant Inc.,Angus Mui,20,0.0,20,2:00 AM,1,East Boston,A-7,Radio,Radio,20,390,,  Chelsea ST,East Boston,MA,2128,"['42.379462000', '-71.027893000']",42.379462000,-71.027893000
