,LICENSENO,LICENSEDTTM,ISSDTTM,EXPDTTM,LICSTATUS,LICCATDESC,PRIMAPPLICANT,CONTACT,DBANAME,BUSINESSNAME,Manager,TOTALCAPACITY,FEEAMOUNT,CAPACITY,ENDTIME,NUMBEROFUNITS,Neighborhood,CAL_POLICEDISTRICTCODE,CAL_UNITTYPECODE,UnitTypeDescript,TotalEntCapacity,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
1289,CAL-132572,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Mary Varden,,Biddy Early's,"UVM, Inc.",Mary Varden,57,0.0,0,1:00 AM,3,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",57,141,143,  Pearl ST,Boston,MA,2110,"['42.354640000', '-71.053740000']",42.354640000,-71.053740000
1290,CAL-132572,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Mary Varden,,Biddy Early's,"UVM, Inc.",Mary Varden,57,0.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,57,141,143,  Pearl ST,Boston,MA,2110,"['42.354640000', '-71.053740000']",42.354640000,-71.053740000
1291,CAL-132572,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Mary Varden,,Biddy Early's,"UVM, Inc.",Mary Varden,57,0.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,57,141,143,  Pearl ST,Boston,MA,2110,"['42.354640000', '-71.053740000']",42.354640000,-71.053740000
1292,CAL-132572,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Mary Varden,,Biddy Early's,"UVM, Inc.",Mary Varden,57,0.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,DancingPat,Dancing by Patrons,57,141,143,  Pearl ST,Boston,MA,2110,"['42.354640000', '-71.053740000']",42.354640000,-71.053740000
1293,CAL-132572,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Mary Varden,,Biddy Early's,"UVM, Inc.",Mary Varden,57,0.0,0,1:00 AM,2,Downtown/Charlestown/North End,A-1,AutoAmuse,Auto Amusement Device/Game,57,141,143,  Pearl ST,Boston,MA,2110,"['42.354640000', '-71.053740000']",42.354640000,-71.053740000
1294,CAL-132572,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Mary Varden,,Biddy Early's,"UVM, Inc.",Mary Varden,57,0.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,Dartboard,Dartboard,57,141,143,  Pearl ST,Boston,MA,2110,"['42.354640000', '-71.053740000']",42.354640000,-71.053740000
1295,CAL-132572,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Mary Varden,,Biddy Early's,"UVM, Inc.",Mary Varden,57,0.0,0,1:00 AM,4,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,57,141,143,  Pearl ST,Boston,MA,2110,"['42.354640000', '-71.053740000']",42.354640000,-71.053740000
1296,CAL-132572,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Mary Varden,,Biddy Early's,"UVM, Inc.",Mary Varden,57,0.0,0,1:00 AM,3,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,57,141,143,  Pearl ST,Boston,MA,2110,"['42.354640000', '-71.053740000']",42.354640000,-71.053740000
1297,CAL-132573,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Gabrielle Agrippino,,Caf Lil Italy,Caf Lil Italy,Gabrielle Agrippino,19,180.0,19,9:00PM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,19,178,,  Salem ST,Boston,MA,2113,"['42.366520000', '-71.054780000']",42.366520000,-71.054780000
1298,CAL-132573,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Gabrielle Agrippino,,Caf Lil Italy,Caf Lil Italy,Gabrielle Agrippino,19,0.0,0,9:00PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,19,178,,  Salem ST,Boston,MA,2113,"['42.366520000', '-71.054780000']",42.366520000,-71.054780000
1299,CAL-132574,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Jameson Almeida,,Burger Fi,"BIC Burgers Commonwealth, LLC",Jameson Almeida,110,0.0,0,1:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,110,961,,  Commonwealth AV,Boston,MA,2215,"['42.351920000', '-71.119080000']",42.351920000,-71.119080000
1300,CAL-132574,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Jameson Almeida,,Burger Fi,"BIC Burgers Commonwealth, LLC",Jameson Almeida,110,0.0,0,1:00 AM,3,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,110,961,,  Commonwealth AV,Boston,MA,2215,"['42.351920000', '-71.119080000']",42.351920000,-71.119080000
1301,CAL-132574,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Jameson Almeida,,Burger Fi,"BIC Burgers Commonwealth, LLC",Jameson Almeida,110,0.0,110,1:00 AM,1,Back Bay/South End,D-4,Radio,Radio,110,961,,  Commonwealth AV,Boston,MA,2215,"['42.351920000', '-71.119080000']",42.351920000,-71.119080000
1302,CAL-132576,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Christopher Bruno,,Whisky Saigon,"Creative Restaurants Concepts, Inc.",Christopher Bruno,720,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,720,110,126, Boylston St,Boston,MA,2116,"['42.352235000', '-71.065554000']",42.352235000,-71.065554000
1303,CAL-132576,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Christopher Bruno,,Whisky Saigon,"Creative Restaurants Concepts, Inc.",Christopher Bruno,720,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,720,110,126, Boylston St,Boston,MA,2116,"['42.352235000', '-71.065554000']",42.352235000,-71.065554000
1304,CAL-132576,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Christopher Bruno,,Whisky Saigon,"Creative Restaurants Concepts, Inc.",Christopher Bruno,720,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,720,110,126, Boylston St,Boston,MA,2116,"['42.352235000', '-71.065554000']",42.352235000,-71.065554000
1305,CAL-132576,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Christopher Bruno,,Whisky Saigon,"Creative Restaurants Concepts, Inc.",Christopher Bruno,720,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DancingPat,Dancing by Patrons,720,110,126, Boylston St,Boston,MA,2116,"['42.352235000', '-71.065554000']",42.352235000,-71.065554000
1306,CAL-132576,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Christopher Bruno,,Whisky Saigon,"Creative Restaurants Concepts, Inc.",Christopher Bruno,720,3180.0,720,2:00 AM,11,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,720,110,126, Boylston St,Boston,MA,2116,"['42.352235000', '-71.065554000']",42.352235000,-71.065554000
1307,CAL-132576,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Christopher Bruno,,Whisky Saigon,"Creative Restaurants Concepts, Inc.",Christopher Bruno,720,0.0,0,2:00 AM,0,Downtown/Charlestown/North End,A-1, ,,720,110,126, Boylston St,Boston,MA,2116,"['42.352235000', '-71.065554000']",42.352235000,-71.065554000
1308,CAL-132576,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Christopher Bruno,,Whisky Saigon,"Creative Restaurants Concepts, Inc.",Christopher Bruno,720,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,720,110,126, Boylston St,Boston,MA,2116,"['42.352235000', '-71.065554000']",42.352235000,-71.065554000
1309,CAL-132577,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,PAUL DIAS,,Grill 23 & Bar,Berkeley Place Restaurant,PAUL DIAS,540,400.0,540,2:00 AM,3,Back Bay/South End,D-4,InstVocal,Instrumental/Vocal,540,161,,  Berkeley ST,Boston,MA,2116,"['42.349397000', '-71.071858000']",42.349397000,-71.071858000
1310,CAL-132577,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,PAUL DIAS,,Grill 23 & Bar,Berkeley Place Restaurant,PAUL DIAS,540,0.0,0,2:00 AM,1,Back Bay/South End,D-4,TV,"Television (under 27"")",540,161,,  Berkeley ST,Boston,MA,2116,"['42.349397000', '-71.071858000']",42.349397000,-71.071858000
1311,CAL-132577,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,PAUL DIAS,,Grill 23 & Bar,Berkeley Place Restaurant,PAUL DIAS,540,540.0,0,2:00 AM,3,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,540,161,,  Berkeley ST,Boston,MA,2116,"['42.349397000', '-71.071858000']",42.349397000,-71.071858000
1312,CAL-132578,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paul Barker,,Pauli's,"Pace Management Group, LLC",Paul Barker,16,0.0,0,10:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,16,65,,  Salem ST,Boston,MA,2113,"['42.363270000', '-71.055900000']",42.363270000,-71.055900000
1313,CAL-132578,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paul Barker,,Pauli's,"Pace Management Group, LLC",Paul Barker,16,0.0,0,10:00 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,16,65,,  Salem ST,Boston,MA,2113,"['42.363270000', '-71.055900000']",42.363270000,-71.055900000
1314,CAL-132578,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Paul Barker,,Pauli's,"Pace Management Group, LLC",Paul Barker,16,0.0,16,10:00 PM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,16,65,,  Salem ST,Boston,MA,2113,"['42.363270000', '-71.055900000']",42.363270000,-71.055900000
1315,CAL-132579,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Ernest Repetti,,Boston Eagle,"Five Twenty Tremont, Inc",Ernest Repetti,138,800.0,138,2:00 AM,1,Back Bay/South End,D-4,DancingPat,Dancing by Patrons,138,520,522,  Tremont ST,Roxbury,MA,2116,"['42.344680000', '-71.069980000']",42.344680000,-71.069980000
1316,CAL-132579,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Ernest Repetti,,Boston Eagle,"Five Twenty Tremont, Inc",Ernest Repetti,138,0.0,0,2:00 AM,1,Back Bay/South End,D-4,DJ,Disc Jockey,138,520,522,  Tremont ST,Roxbury,MA,2116,"['42.344680000', '-71.069980000']",42.344680000,-71.069980000
1317,CAL-132579,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Ernest Repetti,,Boston Eagle,"Five Twenty Tremont, Inc",Ernest Repetti,138,0.0,0,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,138,520,522,  Tremont ST,Roxbury,MA,2116,"['42.344680000', '-71.069980000']",42.344680000,-71.069980000
1318,CAL-132579,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Ernest Repetti,,Boston Eagle,"Five Twenty Tremont, Inc",Ernest Repetti,138,0.0,0,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,138,520,522,  Tremont ST,Roxbury,MA,2116,"['42.344680000', '-71.069980000']",42.344680000,-71.069980000
1319,CAL-132579,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Ernest Repetti,,Boston Eagle,"Five Twenty Tremont, Inc",Ernest Repetti,138,0.0,0,2:00 AM,1,Back Bay/South End,D-4,Jukebox,Jukebox,138,520,522,  Tremont ST,Roxbury,MA,2116,"['42.344680000', '-71.069980000']",42.344680000,-71.069980000
1320,CAL-132579,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Ernest Repetti,,Boston Eagle,"Five Twenty Tremont, Inc",Ernest Repetti,138,0.0,0,2:00 AM,1,Back Bay/South End,D-4,TV,"Television (under 27"")",138,520,522,  Tremont ST,Roxbury,MA,2116,"['42.344680000', '-71.069980000']",42.344680000,-71.069980000
1321,CAL-132579,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Ernest Repetti,,Boston Eagle,"Five Twenty Tremont, Inc",Ernest Repetti,138,0.0,0,2:00 AM,1,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,138,520,522,  Tremont ST,Roxbury,MA,2116,"['42.344680000', '-71.069980000']",42.344680000,-71.069980000
1322,CAL-132579,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Ernest Repetti,,Boston Eagle,"Five Twenty Tremont, Inc",Ernest Repetti,138,0.0,0,2:00 AM,1,Back Bay/South End,D-4,DVDVCR,DVD/VCR,138,520,522,  Tremont ST,Roxbury,MA,2116,"['42.344680000', '-71.069980000']",42.344680000,-71.069980000
1323,CAL-132579,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Ernest Repetti,,Boston Eagle,"Five Twenty Tremont, Inc",Ernest Repetti,138,0.0,0,2:00 AM,2,Back Bay/South End,D-4,AutoAmuse,Auto Amusement Device/Game,138,520,522,  Tremont ST,Roxbury,MA,2116,"['42.344680000', '-71.069980000']",42.344680000,-71.069980000
1324,CAL-132580,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Brian Diggs,,Pizzeria Uno,"Uno Restaurant, Inc.",Brian Diggs,218,0.0,0,1:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,218,727,731,  Boylston ST,Boston,MA,2116,"['42.349589000', '-71.080292000']",42.349589000,-71.080292000
1325,CAL-132580,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Brian Diggs,,Pizzeria Uno,"Uno Restaurant, Inc.",Brian Diggs,218,0.0,0,1:00 AM,1,Back Bay/South End,D-4,Radio,Radio,218,727,731,  Boylston ST,Boston,MA,2116,"['42.349589000', '-71.080292000']",42.349589000,-71.080292000
1326,CAL-132580,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Brian Diggs,,Pizzeria Uno,"Uno Restaurant, Inc.",Brian Diggs,218,140.0,0,1:00 AM,1,Back Bay/South End,D-4,AutoAmuse,Auto Amusement Device/Game,218,727,731,  Boylston ST,Boston,MA,2116,"['42.349589000', '-71.080292000']",42.349589000,-71.080292000
1327,CAL-132580,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Brian Diggs,,Pizzeria Uno,"Uno Restaurant, Inc.",Brian Diggs,218,0.0,0,1:00 AM,4,Back Bay/South End,D-4,TV,"Television (under 27"")",218,727,731,  Boylston ST,Boston,MA,2116,"['42.349589000', '-71.080292000']",42.349589000,-71.080292000
1328,CAL-132580,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Brian Diggs,,Pizzeria Uno,"Uno Restaurant, Inc.",Brian Diggs,218,1620.0,218,1:00 AM,9,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,218,727,731,  Boylston ST,Boston,MA,2116,"['42.349589000', '-71.080292000']",42.349589000,-71.080292000
1329,CAL-132580,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Brian Diggs,,Pizzeria Uno,"Uno Restaurant, Inc.",Brian Diggs,218,50.0,0,1:00 AM,1,Back Bay/South End,D-4,Trivia,Trivia,218,727,731,  Boylston ST,Boston,MA,2116,"['42.349589000', '-71.080292000']",42.349589000,-71.080292000
1330,CAL-132581,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Maurizio Badolato,,Limoncello Ristorante,Limoncello Corp.,Maurizio Badolato,120,0.0,120,1:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,120,190,,  North ST,Boston,MA,2113,"['42.363379000', '-71.053961000']",42.363379000,-71.053961000
1331,CAL-132581,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Maurizio Badolato,,Limoncello Ristorante,Limoncello Corp.,Maurizio Badolato,120,0.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,120,190,,  North ST,Boston,MA,2113,"['42.363379000', '-71.053961000']",42.363379000,-71.053961000
1332,CAL-132581,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Maurizio Badolato,,Limoncello Ristorante,Limoncello Corp.,Maurizio Badolato,120,0.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",120,190,,  North ST,Boston,MA,2113,"['42.363379000', '-71.053961000']",42.363379000,-71.053961000
1333,CAL-132581,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Maurizio Badolato,,Limoncello Ristorante,Limoncello Corp.,Maurizio Badolato,120,180.0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,120,190,,  North ST,Boston,MA,2113,"['42.363379000', '-71.053961000']",42.363379000,-71.053961000
1334,CAL-132583,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Douglas Bacon,,Harry's Bar & Grill,City Road House Inc.,Douglas Bacon,146,1260.0,0,See Conditions,7,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,146,1430,,  Commonwealth AV,Allston,MA,2135,"['42.349163000', '-71.139591000']",42.349163000,-71.139591000
1335,CAL-132583,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Douglas Bacon,,Harry's Bar & Grill,City Road House Inc.,Douglas Bacon,146,180.0,0,See Conditions,1,Allston/Brighton,D-14,DVDVCR,DVD/VCR,146,1430,,  Commonwealth AV,Allston,MA,2135,"['42.349163000', '-71.139591000']",42.349163000,-71.139591000
1336,CAL-132583,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Douglas Bacon,,Harry's Bar & Grill,City Road House Inc.,Douglas Bacon,146,0.0,0,See Conditions,1,Allston/Brighton,D-14,Dartboard,Dartboard,146,1430,,  Commonwealth AV,Allston,MA,2135,"['42.349163000', '-71.139591000']",42.349163000,-71.139591000
1337,CAL-132583,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Douglas Bacon,,Harry's Bar & Grill,City Road House Inc.,Douglas Bacon,146,0.0,146,See Conditions,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,146,1430,,  Commonwealth AV,Allston,MA,2135,"['42.349163000', '-71.139591000']",42.349163000,-71.139591000
1338,CAL-132583,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Douglas Bacon,,Harry's Bar & Grill,City Road House Inc.,Douglas Bacon,146,0.0,0,See Conditions,1,Allston/Brighton,D-14,Radio,Radio,146,1430,,  Commonwealth AV,Allston,MA,2135,"['42.349163000', '-71.139591000']",42.349163000,-71.139591000
1339,CAL-132583,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Douglas Bacon,,Harry's Bar & Grill,City Road House Inc.,Douglas Bacon,146,0.0,0,See Conditions,1,Allston/Brighton,D-14,Jukebox,Jukebox,146,1430,,  Commonwealth AV,Allston,MA,2135,"['42.349163000', '-71.139591000']",42.349163000,-71.139591000
1340,CAL-132583,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Douglas Bacon,,Harry's Bar & Grill,City Road House Inc.,Douglas Bacon,146,50.0,0,See Conditions,1,Allston/Brighton,D-14,Trivia,Trivia,146,1430,,  Commonwealth AV,Allston,MA,2135,"['42.349163000', '-71.139591000']",42.349163000,-71.139591000
1341,CAL-132586,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Jeffrey G Saunders,,Lenox Hotel,"Hotel Lenox of Boston, L.L.C..",Jeffrey G Saunders,805,1200.0,805,2:00 AM,1,Back Bay/South End,D-4,DancingPat,Dancing by Patrons,805,710,710,  Boylston ST,Boston,MA,2116,"['42.349262000', '-71.079720000']",42.349262000,-71.079720000
1342,CAL-132586,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Jeffrey G Saunders,,Lenox Hotel,"Hotel Lenox of Boston, L.L.C..",Jeffrey G Saunders,805,0.0,0,2:00 AM,8,Back Bay/South End,D-4,InstVocal,Instrumental/Vocal,805,710,710,  Boylston ST,Boston,MA,2116,"['42.349262000', '-71.079720000']",42.349262000,-71.079720000
1343,CAL-132586,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Jeffrey G Saunders,,Lenox Hotel,"Hotel Lenox of Boston, L.L.C..",Jeffrey G Saunders,805,0.0,0,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,805,710,710,  Boylston ST,Boston,MA,2116,"['42.349262000', '-71.079720000']",42.349262000,-71.079720000
1344,CAL-132586,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Jeffrey G Saunders,,Lenox Hotel,"Hotel Lenox of Boston, L.L.C..",Jeffrey G Saunders,805,0.0,0,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,805,710,710,  Boylston ST,Boston,MA,2116,"['42.349262000', '-71.079720000']",42.349262000,-71.079720000
1345,CAL-132586,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Jeffrey G Saunders,,Lenox Hotel,"Hotel Lenox of Boston, L.L.C..",Jeffrey G Saunders,805,0.0,0,2:00 AM,5,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,805,710,710,  Boylston ST,Boston,MA,2116,"['42.349262000', '-71.079720000']",42.349262000,-71.079720000
1346,CAL-132588,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Joseph Tsang,,Golden Leaf,Triple Eight Management Corp.,Joseph Tsang,300,180.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,300,20,, Hudson St,Boston,MA,2111,"['42.350406000', '-71.059976000']",42.350406000,-71.059976000
1347,CAL-132588,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Joseph Tsang,,Golden Leaf,Triple Eight Management Corp.,Joseph Tsang,300,1000.0,300,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,300,20,, Hudson St,Boston,MA,2111,"['42.350406000', '-71.059976000']",42.350406000,-71.059976000
1348,CAL-132588,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Joseph Tsang,,Golden Leaf,Triple Eight Management Corp.,Joseph Tsang,300,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,300,20,, Hudson St,Boston,MA,2111,"['42.350406000', '-71.059976000']",42.350406000,-71.059976000
1349,CAL-132588,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Joseph Tsang,,Golden Leaf,Triple Eight Management Corp.,Joseph Tsang,300,0.0,0,2:00 AM,23,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",300,20,, Hudson St,Boston,MA,2111,"['42.350406000', '-71.059976000']",42.350406000,-71.059976000
1350,CAL-132588,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Joseph Tsang,,Golden Leaf,Triple Eight Management Corp.,Joseph Tsang,300,360.0,0,2:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,300,20,, Hudson St,Boston,MA,2111,"['42.350406000', '-71.059976000']",42.350406000,-71.059976000
1351,CAL-132588,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Joseph Tsang,,Golden Leaf,Triple Eight Management Corp.,Joseph Tsang,300,0.0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Karaoke,Karaoke,300,20,, Hudson St,Boston,MA,2111,"['42.350406000', '-71.059976000']",42.350406000,-71.059976000
1352,CAL-132589,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Pseudoikonomon,,Cappy's,"Lambrian, Inc.",Pseudoikonomon,40,0.0,40,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,40,82,,  Westland AV,Boston,MA,2115,"['42.343727000', '-71.089581000']",42.343727000,-71.089581000
1353,CAL-132589,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Pseudoikonomon,,Cappy's,"Lambrian, Inc.",Pseudoikonomon,40,0.0,0,2:00 AM,2,Back Bay/South End,D-4,TV,"Television (under 27"")",40,82,,  Westland AV,Boston,MA,2115,"['42.343727000', '-71.089581000']",42.343727000,-71.089581000
1354,CAL-132590,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,JOSEPH BONO,BONO,Beneventos,"111 Salem Group, Inc.",JOSEPH BONO,40,360.0,0,,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,40,111,111A,  Salem ST,Boston,MA,2113,"['42.364270000', '-71.055360000']",42.364270000,-71.055360000
1355,CAL-132590,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,JOSEPH BONO,BONO,Beneventos,"111 Salem Group, Inc.",JOSEPH BONO,40,0.0,40,,1,Downtown/Charlestown/North End,A-1,Radio,Radio,40,111,111A,  Salem ST,Boston,MA,2113,"['42.364270000', '-71.055360000']",42.364270000,-71.055360000
1356,CAL-132590,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,JOSEPH BONO,BONO,Beneventos,"111 Salem Group, Inc.",JOSEPH BONO,40,0.0,0,,6,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",40,111,111A,  Salem ST,Boston,MA,2113,"['42.364270000', '-71.055360000']",42.364270000,-71.055360000
